Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID9704,9704,252,5.920,519.000,602.000,0,2,2,4,1,-10921639,134.295,131,79,196,8192,29.532,6.400,0.193,1.471
ID11150,11150,252,4.290,520.664,599.935,0,3,3,4,1,-10921639,123.393,112,97,193,7527,22.931,10.402,0.115,1.106
ID10569,10569,252,4.561,524.022,597.658,0,4,4,4,1,-10921639,119.672,110,97,201,7300,24.233,14.424,0.061,0.570
ID9472,9472,252,16.293,509.000,602.000,0,5,5,4,1,-10921639,172.967,167,72,271,10551,50.285,6.400,0.341,1.748
ID12331,12331,252,18.364,508.000,602.000,0,6,6,4,1,-10921639,175.672,178,75,280,10716,54.297,6.400,0.352,1.685
ID9993,9993,252,14.805,509.000,602.000,0,7,7,4,1,-10921639,163.443,163,74,268,9970,50.908,6.400,0.313,1.530
ID12043,12043,252,15.345,509.000,602.000,0,8,8,4,1,-10921639,155.541,144,72,249,9488,49.871,6.400,0.316,1.498
ID10855,10855,252,9.288,513.000,602.000,0,9,9,4,1,-10921639,135.820,125,66,272,8285,46.653,6.400,0.244,1.141
ID10278,10278,252,11.325,514.000,602.000,0,10,10,4,1,-10921639,142.197,129,66,256,8674,47.833,6.400,0.266,1.250
ID11761,11761,252,8.945,512.000,602.000,0,11,11,4,1,-10921639,130.066,117,67,265,7934,42.946,6.400,0.232,1.140
ID12704,12704,252,6.715,502.000,602.000,0,12,12,4,1,-10921639,125.213,116,68,242,7638,35.768,14.405,0.176,1.050
ID12921,12921,252,13.457,502.000,602.000,0,13,13,4,1,-10921639,159.689,146,68,291,9741,53.058,6.400,0.273,1.292
ID13209,13209,252,10.426,511.000,602.000,0,14,14,4,1,-10921639,140.639,130,70,263,8579,45.432,6.400,0.264,1.292
ID11763,11763,253,1.384,659.000,34.000,0,8,8,4,1,-10921639,103.246,105,70,118,6298,10.648,10.382,0.135,2.300
ID10573,10573,253,1.044,659.000,34.000,0,9,9,4,1,-10921639,102.557,105,67,127,6256,10.345,6.400,0.130,2.284
ID9995,9995,253,1.144,659.000,34.000,0,10,10,4,1,-10921639,102.344,105,72,121,6243,10.474,10.395,0.129,2.238
ID11157,11157,254,1.467,473.600,36.330,0,0,0,4,1,-10921639,107.180,105,96,123,6538,6.087,6.400,0.023,0.805
ID8808,8808,254,1.821,473.072,36.683,0,1,1,4,1,-10921639,108.246,106,95,130,6603,7.224,13.683,0.025,0.726
ID9351,9351,254,1.066,472.567,36.443,0,2,2,4,1,-10921639,105.180,104,93,121,6416,5.861,15.200,0.014,0.492
ID10858,10858,254,1.452,472.421,36.117,0,3,3,4,1,-10921639,107.131,105,97,128,6535,7.004,2.777,0.021,0.624
ID10280,10280,254,1.501,472.454,36.001,0,4,4,4,1,-10921639,107.000,106,96,123,6527,5.851,4.736,0.020,0.718
ID8842,8842,254,1.560,472.747,36.814,0,5,5,4,1,-10921639,107.213,106,98,128,6540,6.341,2.637,0.023,0.758
ID12046,12046,254,1.535,472.811,35.901,0,6,6,4,1,-10921639,106.705,105,96,121,6509,6.001,2.676,0.020,0.707
ID9707,9707,254,1.438,472.472,35.700,0,7,7,4,1,-10921639,106.672,106,98,127,6507,6.161,4.711,0.018,0.628
ID11764,11764,254,1.252,472.213,35.601,0,8,8,4,1,-10921639,106.508,105,97,136,6497,6.508,13.504,0.018,0.584
ID10574,10574,254,1.285,473.192,35.617,0,9,9,4,1,-10921639,105.967,105,95,131,6464,6.178,15.200,0.019,0.632
ID9996,9996,254,1.456,472.699,35.945,0,10,10,4,1,-10921639,106.787,105,97,128,6514,6.926,2.772,0.020,0.590
ID11163,11163,254,1.230,472.322,36.058,0,11,11,4,1,-10921639,105.967,105,96,126,6464,5.805,15.200,0.017,0.603
ID12334,12334,254,1.400,472.581,36.688,0,12,12,4,1,-10921639,105.787,105,90,128,6453,6.502,2.538,0.019,0.602
ID12530,12530,254,1.060,472.814,36.473,0,13,13,4,1,-10921639,105.197,104,95,125,6417,5.761,15.200,0.014,0.498
ID12923,12923,254,1.420,472.215,36.936,0,14,14,4,1,-10921639,106.410,105,94,125,6491,6.808,13.815,0.019,0.592
ID11158,11158,255,2.745,308.059,82.380,0,0,0,4,1,-10921639,112.705,111,99,157,6875,12.606,2.637,0.041,0.707
ID8809,8809,255,2.979,308.051,82.476,0,1,1,4,1,-10921639,112.393,108,97,153,6856,13.057,2.645,0.039,0.639
ID9353,9353,255,2.898,307.904,81.969,0,2,2,4,1,-10921639,112.607,108,99,158,6869,12.103,2.630,0.043,0.767
ID10859,10859,255,3.156,306.517,81.912,0,3,3,4,1,-10921639,112.951,107,97,165,6890,14.505,2.609,0.046,0.679
ID10281,10281,255,2.913,303.728,81.338,0,4,4,4,1,-10921639,111.770,107,97,161,6818,12.281,2.572,0.041,0.719
ID8844,8844,255,2.873,298.829,80.488,0,5,5,4,1,-10921639,112.049,107,98,158,6835,12.141,4.681,0.043,0.758
ID12047,12047,255,3.336,298.486,79.414,0,6,6,4,1,-10921639,113.361,110,94,147,6915,12.141,2.755,0.048,0.859
ID9709,9709,255,2.458,298.523,79.535,0,7,7,4,1,-10921639,111.852,110,98,151,6823,10.308,6.400,0.041,0.853
ID11765,11765,255,3.397,298.022,78.807,0,8,8,4,1,-10921639,113.443,109,97,149,6920,12.199,2.570,0.051,0.896
ID10575,10575,255,2.716,298.239,79.262,0,9,9,4,1,-10921639,112.279,107,99,159,6849,12.494,2.608,0.040,0.698
ID9998,9998,255,3.001,298.183,79.308,0,10,10,4,1,-10921639,113.164,108,99,150,6903,11.880,4.659,0.047,0.847
ID11165,11165,255,2.676,296.093,78.462,0,11,11,4,1,-10921639,111.311,108,97,150,6790,11.833,2.661,0.040,0.725
ID12335,12335,255,2.743,292.839,77.655,0,12,12,4,1,-10921639,110.852,108,97,139,6762,10.531,4.592,0.039,0.789
ID12533,12533,255,2.840,292.588,77.427,0,13,13,4,1,-10921639,112.426,109,99,147,6858,10.720,2.580,0.045,0.904
ID12924,12924,255,2.737,292.415,77.045,0,14,14,4,1,-10921639,110.934,108,97,146,6767,10.812,2.740,0.039,0.769
ID11160,11160,256,9.478,265.917,93.201,0,0,0,4,1,-10921639,140.623,131,100,241,8578,31.806,6.400,0.137,1.065
ID8810,8810,256,9.389,265.622,93.455,0,1,1,4,1,-10921639,141.115,135,101,201,8608,28.755,6.400,0.143,1.226
ID9354,9354,256,9.931,263.431,94.011,0,2,2,4,1,-10921639,141.377,137,100,219,8624,30.916,6.400,0.141,1.130
ID10860,10860,256,9.025,259.673,94.216,0,3,3,4,1,-10921639,140.590,134,100,194,8576,26.785,6.400,0.137,1.266
ID10282,10282,256,7.042,258.292,93.391,0,4,4,4,1,-10921639,131.885,124,101,212,8045,25.858,6.400,0.100,0.924
ID8846,8846,256,8.021,257.938,93.421,0,5,5,4,1,-10921639,131.574,124,101,218,8026,27.093,6.400,0.118,1.026
ID12048,12048,256,8.575,257.774,92.960,0,6,6,4,1,-10921639,134.426,126,102,207,8200,26.824,6.400,0.122,1.087
ID9710,9710,256,7.900,257.452,93.021,0,7,7,4,1,-10921639,131.885,122,101,203,8045,25.722,6.400,0.113,1.041
ID11766,11766,256,7.710,257.383,92.974,0,8,8,4,1,-10921639,131.869,122,102,210,8044,27.230,6.400,0.114,0.995
ID10576,10576,256,7.000,257.128,93.066,0,9,9,4,1,-10921639,129.361,124,98,200,7891,23.178,6.400,0.102,1.033
ID9999,9999,256,7.531,258.482,92.820,0,10,10,4,1,-10921639,131.656,122,103,204,8031,25.432,4.633,0.100,0.942
ID11168,11168,256,8.444,259.853,93.325,0,11,11,4,1,-10921639,137.656,132,101,199,8397,27.573,6.400,0.124,1.102
ID12337,12337,256,8.860,259.543,93.845,0,12,12,4,1,-10921639,140.836,139,104,221,8591,26.534,6.400,0.139,1.294
ID12543,12543,256,4.920,255.733,93.973,0,13,13,4,1,-10921639,121.639,117,99,172,7420,18.657,2.659,0.055,0.675
ID8848,8848,257,4.474,269.049,97.248,0,5,5,4,1,-10921639,116.984,109,97,180,7136,18.956,2.652,0.063,0.730
ID12049,12049,257,3.577,266.872,95.729,0,6,6,4,1,-10921639,115.902,109,99,168,7070,15.764,2.657,0.048,0.678
ID9711,9711,257,3.951,266.396,95.497,0,7,7,4,1,-10921639,117.492,111,98,171,7167,17.832,2.634,0.048,0.609
ID11767,11767,257,4.319,266.856,94.296,0,8,8,4,1,-10921639,117.508,109,97,180,7168,19.513,2.633,0.053,0.608
ID10577,10577,257,3.818,266.595,94.385,0,9,9,4,1,-10921639,116.246,110,95,178,7091,18.320,2.589,0.052,0.622
ID10000,10000,257,4.004,265.929,94.476,0,10,10,4,1,-10921639,120.426,113,100,175,7346,19.663,14.425,0.045,0.525
ID11161,11161,258,3.457,370.280,96.858,0,0,0,4,1,-10921639,114.803,111,100,148,7003,11.761,4.647,0.051,0.948
ID8811,8811,258,2.389,368.916,95.814,0,1,1,4,1,-10921639,112.213,110,98,138,6845,9.283,6.400,0.036,0.830
ID9356,9356,258,2.100,368.366,95.504,0,2,2,4,1,-10921639,111.672,109,98,148,6812,10.125,2.638,0.029,0.617
ID10861,10861,258,2.091,369.858,97.681,0,3,3,4,1,-10921639,110.344,107,98,145,6731,10.060,2.593,0.028,0.602
ID10283,10283,258,2.230,370.393,98.570,0,4,4,4,1,-10921639,110.082,107,97,142,6715,10.856,2.718,0.030,0.600
ID8850,8850,258,2.485,371.715,97.865,0,5,5,4,1,-10921639,111.361,108,100,148,6793,11.024,2.601,0.039,0.757
ID12050,12050,258,2.446,371.888,97.207,0,6,6,4,1,-10921639,110.525,107,99,139,6742,9.916,2.642,0.034,0.734
ID9712,9712,258,2.277,372.630,97.467,0,7,7,4,1,-10921639,110.295,107,97,143,6728,9.568,2.588,0.033,0.745
ID11768,11768,258,2.347,372.556,97.576,0,8,8,4,1,-10921639,110.984,110,98,155,6770,10.364,2.656,0.037,0.769
ID10578,10578,258,2.383,371.796,96.808,0,9,9,4,1,-10921639,110.689,109,96,140,6752,8.960,6.400,0.035,0.841
ID10001,10001,258,2.031,368.696,95.549,0,10,10,4,1,-10921639,109.459,107,95,139,6677,8.650,2.649,0.029,0.710
ID11170,11170,258,2.046,366.298,93.451,0,11,11,4,1,-10921639,109.836,107,99,137,6700,8.980,2.601,0.031,0.739
ID12338,12338,258,1.920,365.632,93.508,0,12,12,4,1,-10921639,109.410,107,97,145,6674,9.373,14.274,0.030,0.674
ID12546,12546,258,1.901,365.420,93.799,0,13,13,4,1,-10921639,109.623,107,92,142,6687,8.889,2.599,0.028,0.663
ID12927,12927,258,1.914,364.118,93.734,0,14,14,4,1,-10921639,108.541,106,96,135,6621,8.133,2.602,0.027,0.698
ID9713,9713,259,1.262,384.752,98.390,0,7,7,4,1,-10921639,106.049,104,98,129,6469,6.422,14.578,0.014,0.452
ID11769,11769,259,1.261,384.940,97.970,0,8,8,4,1,-10921639,107.295,106,97,122,6545,5.855,2.687,0.017,0.600
ID10579,10579,259,1.515,385.208,96.561,0,9,9,4,1,-10921639,106.721,105,98,135,6510,8.060,2.638,0.015,0.380
ID10002,10002,259,1.021,384.693,97.004,0,10,10,4,1,-10921639,105.885,105,97,126,6459,5.351,15.200,0.012,0.480
ID11172,11172,259,1.272,385.935,94.159,0,11,11,4,1,-10921639,106.967,106,96,130,6525,6.194,15.200,0.017,0.564
ID12336,12336,259,1.314,385.491,93.265,0,12,12,4,1,-10921639,106.885,106,97,129,6520,6.807,2.635,0.017,0.516
ID12536,12536,259,1.497,384.111,90.667,0,13,13,4,1,-10921639,107.262,104,98,139,6543,7.434,15.200,0.019,0.537
ID12925,12925,259,1.192,383.515,90.505,0,14,14,4,1,-10921639,106.836,106,94,133,6517,6.798,15.200,0.015,0.476
ID11162,11162,260,8.598,292.782,97.872,0,0,0,4,1,-10921639,132.131,118,99,224,8060,31.161,2.679,0.122,0.919
ID8812,8812,260,8.314,295.313,99.666,0,1,1,4,1,-10921639,131.049,118,97,225,7994,30.423,4.658,0.118,0.908
ID9357,9357,260,8.311,298.787,102.055,0,2,2,4,1,-10921639,130.197,120,101,198,7942,27.102,6.400,0.116,0.996
ID10863,10863,260,7.928,299.109,102.344,0,3,3,4,1,-10921639,129.705,118,98,215,7912,29.691,2.599,0.112,0.883
ID10285,10285,260,8.369,299.852,102.860,0,4,4,4,1,-10921639,129.918,116,98,205,7925,29.125,2.698,0.115,0.923
ID8852,8852,260,8.154,299.848,102.962,0,5,5,4,1,-10921639,129.787,118,100,208,7917,28.907,2.652,0.115,0.925
ID12051,12051,260,7.352,302.368,104.216,0,6,6,4,1,-10921639,128.328,120,96,203,7828,24.953,4.676,0.107,0.995
ID9714,9714,260,7.226,302.480,105.116,0,7,7,4,1,-10921639,128.639,119,100,213,7847,26.863,2.721,0.107,0.922
ID11770,11770,260,7.512,302.614,105.697,0,8,8,4,1,-10921639,127.672,117,98,213,7788,26.802,4.624,0.101,0.876
ID10580,10580,260,7.684,303.775,105.971,0,9,9,4,1,-10921639,129.295,120,101,203,7887,27.053,2.675,0.108,0.933
ID10003,10003,260,6.820,302.102,105.731,0,10,10,4,1,-10921639,125.000,115,98,205,7625,24.875,2.586,0.094,0.865
ID11174,11174,260,7.518,301.235,102.679,0,11,11,4,1,-10921639,128.623,120,97,207,7846,26.863,6.400,0.109,0.942
ID12339,12339,260,8.272,300.070,102.260,0,12,12,4,1,-10921639,129.459,118,100,208,7897,25.741,6.400,0.112,1.017
ID12548,12548,260,6.911,299.213,102.889,0,13,13,4,1,-10921639,126.393,116,103,199,7710,24.223,2.666,0.101,0.953
ID12928,12928,260,6.563,299.584,102.347,0,14,14,4,1,-10921639,126.492,116,98,215,7716,26.067,4.672,0.097,0.862
ID11164,11164,261,2.437,402.249,102.844,0,0,0,4,1,-10921639,110.443,107,93,148,6737,10.452,2.807,0.035,0.706
ID8813,8813,261,3.020,401.902,103.141,0,1,1,4,1,-10921639,113.180,109,98,149,6904,11.785,2.739,0.044,0.816
ID9359,9359,261,2.400,401.500,103.627,0,2,2,4,1,-10921639,110.869,109,100,141,6763,8.831,6.400,0.038,0.925
ID10864,10864,261,2.780,401.111,103.966,0,3,3,4,1,-10921639,111.787,107,96,151,6819,11.954,2.633,0.041,0.740
ID10286,10286,261,2.661,401.139,104.279,0,4,4,4,1,-10921639,112.016,109,100,144,6833,8.853,2.644,0.042,1.014
ID8854,8854,261,2.517,400.872,104.873,0,5,5,4,1,-10921639,110.738,107,95,144,6755,10.644,3.096,0.034,0.682
ID12052,12052,261,2.393,400.464,105.409,0,6,6,4,1,-10921639,110.967,109,95,141,6769,9.735,2.602,0.037,0.818
ID9715,9715,261,2.453,400.267,105.726,0,7,7,4,1,-10921639,110.230,107,99,136,6724,8.810,6.400,0.034,0.831
ID11771,11771,261,2.699,400.065,105.611,0,8,8,4,1,-10921639,111.164,108,97,145,6781,10.684,2.686,0.038,0.754
ID10581,10581,261,2.497,399.818,105.851,0,9,9,4,1,-10921639,110.311,108,96,144,6729,9.934,2.660,0.037,0.783
ID10004,10004,261,2.134,399.846,106.466,0,10,10,4,1,-10921639,109.377,107,95,147,6672,9.328,4.710,0.032,0.733
ID11176,11176,261,2.472,399.711,106.303,0,11,11,4,1,-10921639,110.672,108,96,137,6751,9.532,2.594,0.036,0.805
ID12340,12340,261,2.284,399.448,106.362,0,12,12,4,1,-10921639,109.787,107,99,129,6697,8.198,2.599,0.032,0.839
ID12553,12553,261,2.427,398.831,106.286,0,13,13,4,1,-10921639,110.131,107,99,134,6718,9.073,2.566,0.035,0.815
ID12929,12929,261,2.348,398.478,106.500,0,14,14,4,1,-10921639,110.180,108,98,137,6721,9.054,2.542,0.034,0.800
ID11166,11166,262,4.272,339.332,112.453,0,0,0,4,1,-10921639,117.148,111,99,157,7146,16.072,2.723,0.055,0.762
ID8814,8814,262,4.378,339.447,112.184,0,1,1,4,1,-10921639,118.164,113,96,173,7208,16.779,4.678,0.063,0.833
ID9360,9360,262,4.089,339.311,112.009,0,2,2,4,1,-10921639,116.131,111,98,164,7084,15.281,4.653,0.055,0.788
ID10865,10865,262,3.985,339.092,112.122,0,3,3,4,1,-10921639,116.230,110,98,162,7090,16.290,2.651,0.055,0.750
ID10287,10287,262,3.942,338.292,111.876,0,4,4,4,1,-10921639,117.115,110,95,183,7144,17.714,2.678,0.060,0.747
ID8856,8856,262,4.127,338.258,112.108,0,5,5,4,1,-10921639,116.426,110,98,160,7102,15.909,2.702,0.058,0.802
ID12053,12053,262,3.922,338.144,111.886,0,6,6,4,1,-10921639,115.967,111,98,156,7074,14.186,2.648,0.054,0.833
ID9716,9716,262,3.761,338.231,112.083,0,7,7,4,1,-10921639,116.098,111,92,165,7082,15.759,2.710,0.057,0.792
ID11772,11772,262,4.387,337.881,112.205,0,8,8,4,1,-10921639,117.377,110,96,163,7160,16.078,2.682,0.062,0.857
ID10582,10582,262,4.218,337.878,111.984,0,9,9,4,1,-10921639,116.738,112,99,153,7121,15.041,2.719,0.059,0.866
ID10005,10005,262,4.100,337.751,112.106,0,10,10,4,1,-10921639,116.525,110,99,168,7108,16.566,2.607,0.057,0.763
ID11178,11178,262,4.011,337.914,112.376,0,11,11,4,1,-10921639,117.475,111,100,171,7166,16.805,2.656,0.064,0.837
ID12341,12341,262,4.074,337.844,111.972,0,12,12,4,1,-10921639,116.361,112,95,166,7098,16.070,2.663,0.060,0.815
ID12556,12556,262,3.828,337.561,111.723,0,13,13,4,1,-10921639,115.115,110,99,158,7022,15.290,2.589,0.053,0.764
ID12930,12930,262,3.938,337.717,112.142,0,14,14,4,1,-10921639,115.607,110,98,162,7052,15.058,2.741,0.057,0.822
ID11169,11169,263,2.104,395.571,118.801,0,0,0,4,1,-10921639,108.721,105,89,137,6632,9.599,2.644,0.028,0.610
ID8815,8815,263,2.303,395.544,118.499,0,1,1,4,1,-10921639,110.033,106,98,143,6712,10.526,2.639,0.031,0.622
ID9362,9362,263,2.108,395.250,117.909,0,2,2,4,1,-10921639,109.098,106,97,133,6655,8.875,2.962,0.031,0.741
ID10866,10866,263,2.337,394.725,117.228,0,3,3,4,1,-10921639,110.377,107,97,144,6733,9.940,2.559,0.035,0.742
ID10289,10289,263,2.113,395.022,118.981,0,4,4,4,1,-10921639,109.131,106,98,142,6657,9.415,2.557,0.029,0.643
ID8858,8858,263,2.070,394.500,117.233,0,5,5,4,1,-10921639,109.639,106,97,147,6688,9.752,2.509,0.030,0.664
ID12054,12054,263,2.054,394.770,118.045,0,6,6,4,1,-10921639,108.492,104,96,143,6618,9.641,2.557,0.028,0.607
ID9717,9717,263,2.075,392.925,117.954,0,7,7,4,1,-10921639,109.689,107,99,147,6691,9.784,2.688,0.031,0.676
ID11773,11773,263,1.992,391.560,115.781,0,8,8,4,1,-10921639,108.180,105,97,132,6599,8.492,2.694,0.026,0.637
ID10583,10583,263,2.025,391.305,116.737,0,9,9,4,1,-10921639,109.197,106,99,137,6661,8.854,4.707,0.029,0.693
ID10008,10008,263,2.231,390.657,122.677,0,10,10,4,1,-10921639,109.066,107,97,135,6653,8.873,2.686,0.031,0.730
ID11184,11184,263,2.313,390.337,122.859,0,11,11,4,1,-10921639,109.590,107,95,145,6685,10.449,2.700,0.033,0.677
ID12344,12344,263,1.926,389.003,124.546,0,12,12,4,1,-10921639,108.377,105,96,138,6611,9.292,2.544,0.025,0.577
ID12562,12562,263,1.820,386.189,127.788,0,13,13,4,1,-10921639,109.115,105,93,145,6656,10.444,15.200,0.019,0.399
ID11171,11171,264,3.492,482.372,121.224,0,0,0,4,1,-10921639,116.115,111,98,175,7083,16.654,2.614,0.052,0.690
ID8817,8817,264,4.055,482.139,120.882,0,1,1,4,1,-10921639,117.705,111,98,184,7180,17.555,2.616,0.059,0.752
ID9365,9365,264,3.816,482.240,120.650,0,2,2,4,1,-10921639,116.016,110,96,184,7077,17.143,2.602,0.056,0.719
ID10868,10868,264,4.176,481.966,120.557,0,3,3,4,1,-10921639,117.869,110,97,184,7190,19.500,2.599,0.062,0.701
ID10290,10290,264,4.246,481.824,120.200,0,4,4,4,1,-10921639,117.262,108,99,184,7153,20.133,2.587,0.057,0.632
ID8860,8860,264,4.102,482.041,120.472,0,5,5,4,1,-10921639,117.475,110,99,185,7166,18.198,2.680,0.058,0.707
ID12056,12056,264,3.777,482.138,120.538,0,6,6,4,1,-10921639,116.197,109,95,174,7088,17.464,2.662,0.054,0.687
ID9718,9718,264,3.945,481.921,120.411,0,7,7,4,1,-10921639,115.869,111,100,157,7068,15.450,2.674,0.052,0.736
ID11774,11774,264,3.708,481.801,120.279,0,8,8,4,1,-10921639,116.131,109,99,170,7084,15.779,2.632,0.053,0.737
ID10585,10585,264,3.559,481.506,120.572,0,9,9,4,1,-10921639,116.148,110,101,168,7085,15.374,2.635,0.051,0.732
ID10007,10007,264,3.383,481.941,120.800,0,10,10,4,1,-10921639,116.541,110,102,164,7109,15.238,2.610,0.052,0.759
ID11180,11180,264,4.131,481.741,120.838,0,11,11,4,1,-10921639,117.328,110,95,181,7157,18.876,2.587,0.057,0.676
ID12342,12342,264,3.269,481.529,120.717,0,12,12,4,1,-10921639,115.311,109,99,167,7034,15.299,2.545,0.049,0.702
ID12558,12558,264,3.732,481.607,120.539,0,13,13,4,1,-10921639,116.115,109,99,160,7083,15.369,2.815,0.054,0.770
ID12931,12931,264,4.013,481.631,120.611,0,14,14,4,1,-10921639,117.180,111,100,180,7148,17.687,2.865,0.059,0.738
ID11167,11167,265,2.107,342.849,118.814,0,0,0,4,1,-10921639,110.607,106,93,146,6747,12.316,15.200,0.021,0.365
ID8816,8816,265,2.149,343.893,119.627,0,1,1,4,1,-10921639,110.393,106,97,151,6734,12.434,2.667,0.024,0.417
ID9363,9363,265,2.540,343.785,119.531,0,2,2,4,1,-10921639,112.148,108,96,168,6841,14.400,2.561,0.034,0.514
ID10867,10867,265,2.364,343.979,119.510,0,3,3,4,1,-10921639,110.738,106,96,157,6755,12.784,2.799,0.030,0.512
ID10288,10288,265,2.381,343.942,119.426,0,4,4,4,1,-10921639,111.475,108,99,136,6800,9.519,2.663,0.030,0.689
ID8862,8862,265,2.229,343.187,120.577,0,5,5,4,1,-10921639,110.377,107,99,149,6733,11.299,2.692,0.031,0.586
ID12055,12055,265,2.208,342.695,120.117,0,6,6,4,1,-10921639,111.492,108,98,147,6801,10.907,2.580,0.033,0.660
ID9719,9719,265,2.488,342.948,120.752,0,7,7,4,1,-10921639,110.639,106,96,144,6749,11.104,2.749,0.033,0.637
ID11775,11775,265,2.404,342.645,121.013,0,8,8,4,1,-10921639,110.721,108,98,147,6754,11.575,2.679,0.034,0.631
ID10584,10584,265,2.222,342.554,121.107,0,9,9,4,1,-10921639,110.803,108,97,143,6759,10.933,2.929,0.035,0.688
ID10006,10006,265,2.444,342.710,121.506,0,10,10,4,1,-10921639,111.131,106,96,153,6779,13.075,2.686,0.037,0.603
ID11182,11182,265,2.317,342.331,121.791,0,11,11,4,1,-10921639,110.672,107,97,154,6751,11.811,2.560,0.033,0.596
ID12343,12343,265,2.255,342.242,121.666,0,12,12,4,1,-10921639,110.541,107,98,153,6743,11.805,2.598,0.035,0.628
ID12560,12560,265,2.123,341.859,122.091,0,13,13,4,1,-10921639,110.180,107,96,159,6721,12.056,2.872,0.033,0.587
ID12932,12932,265,2.286,342.058,122.160,0,14,14,4,1,-10921639,110.672,108,94,150,6751,10.779,2.617,0.031,0.617
ID10784,10784,266,3.845,382.856,400.905,0,9,9,4,1,-10921639,117.295,112,95,164,7155,15.878,2.620,0.049,0.691
ID10215,10215,266,3.625,385.156,398.678,0,10,10,4,1,-10921639,114.295,108,98,161,6972,14.018,2.611,0.049,0.763
ID11628,11628,266,2.895,385.347,399.337,0,11,11,4,1,-10921639,111.918,110,99,142,6827,10.741,2.696,0.042,0.845
ID12581,12581,266,3.786,383.059,403.007,0,12,12,4,1,-10921639,117.508,111,99,166,7168,15.460,2.595,0.050,0.720
ID12856,12856,266,2.063,382.526,404.885,0,13,13,4,1,-10921639,112.738,110,96,137,6877,9.923,2.570,0.026,0.579
ID13137,13137,266,2.606,382.575,401.304,0,14,14,4,1,-10921639,113.311,108,95,161,6912,14.273,2.555,0.035,0.539
ID10791,10791,267,2.359,406.392,404.779,0,9,9,4,1,-10921639,110.049,108,97,140,6713,10.346,15.200,0.034,0.690
ID10205,10205,267,33.549,405.370,382.155,0,10,10,4,1,-10921639,216.328,176,107,462,13196,104.209,4.668,0.342,1.059
ID11581,11581,267,27.320,406.272,382.101,0,11,11,4,1,-10921639,197.951,169,107,397,12075,82.047,6.400,0.302,1.120
ID12561,12561,267,31.689,406.134,381.128,0,12,12,4,1,-10921639,211.705,170,111,481,12914,100.040,4.644,0.319,1.024
ID12842,12842,267,1.356,419.622,386.787,0,13,13,4,1,-10921639,106.262,106,96,121,6482,5.736,2.865,0.018,0.658
ID13130,13130,267,1.423,420.450,387.155,0,14,14,4,1,-10921639,106.852,106,97,126,6518,5.890,15.200,0.018,0.650
ID9643,9643,268,1.429,467.960,430.337,0,2,2,4,1,-10921639,107.197,106,96,129,6539,6.645,15.200,0.019,0.596
ID11103,11103,268,1.570,464.153,443.554,0,3,3,4,1,-10921639,107.705,106,99,137,6570,7.140,15.200,0.023,0.672
ID10521,10521,268,1.643,463.834,444.732,0,4,4,4,1,-10921639,108.279,107,100,130,6605,6.288,14.278,0.026,0.874
ID9378,9378,268,1.577,463.763,448.076,0,5,5,4,1,-10921639,107.180,106,98,126,6538,5.778,6.400,0.024,0.852
ID12291,12291,268,1.702,462.481,455.286,0,6,6,4,1,-10921639,108.459,108,97,123,6616,6.177,15.200,0.024,0.818
ID9950,9950,268,1.241,462.835,456.053,0,7,7,4,1,-10921639,106.852,105,99,130,6518,6.826,2.486,0.018,0.550
ID10815,10815,268,1.429,462.371,455.669,0,9,9,4,1,-10921639,107.377,106,90,126,6550,6.540,15.200,0.021,0.683
ID10242,10242,268,1.370,463.039,455.583,0,10,10,4,1,-10921639,106.951,105,98,130,6524,6.365,2.503,0.018,0.597
ID11696,11696,268,1.668,462.896,455.831,0,11,11,4,1,-10921639,107.639,107,96,129,6566,6.824,2.683,0.022,0.678
ID12636,12636,268,1.027,462.197,458.285,0,12,12,4,1,-10921639,105.951,106,98,120,6463,4.811,4.792,0.015,0.644
ID11138,11138,269,1.316,475.198,549.906,0,3,3,4,1,-10921639,108.787,109,95,121,6636,5.376,4.542,0.018,0.718
ID10555,10555,269,1.201,474.851,550.282,0,4,4,4,1,-10921639,108.475,107,98,125,6617,6.204,15.200,0.014,0.499
ID9443,9443,269,1.111,474.162,551.579,0,5,5,4,1,-10921639,109.361,109,98,126,6671,5.398,6.400,0.019,0.740
ID12315,12315,269,1.029,474.217,533.491,0,6,6,4,1,-10921639,106.656,106,98,126,6506,6.424,14.395,0.011,0.365
ID9974,9974,269,1.110,474.494,533.323,0,7,7,4,1,-10921639,107.525,106,97,124,6559,5.982,4.680,0.013,0.452
ID10838,10838,269,1.300,473.679,533.649,0,9,9,4,1,-10921639,108.213,107,94,126,6601,6.039,15.200,0.016,0.555
ID10263,10263,269,1.258,474.186,534.076,0,10,10,4,1,-10921639,107.705,107,94,122,6570,5.906,2.540,0.012,0.446
ID11743,11743,269,1.047,473.444,533.969,0,11,11,4,1,-10921639,107.393,107,95,122,6551,5.299,11.968,0.014,0.569
ID10635,10635,270,15.984,455.754,228.993,0,9,9,4,1,-10921639,169.934,151,104,302,10366,52.559,6.400,0.184,1.007
