Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID11175,11175,0,2.198,418.240,136.744,0,0,0,4,1,-10921639,110.148,107,97,144,6719,10.173,2.600,0.031,0.660
ID8819,8819,0,2.571,417.269,134.023,0,1,1,4,1,-10921639,110.754,107,97,149,6756,11.832,2.520,0.040,0.717
ID9368,9368,0,2.727,416.562,134.321,0,2,2,4,1,-10921639,111.836,108,97,146,6822,10.877,15.200,0.042,0.827
ID10870,10870,0,2.317,417.734,134.161,0,3,3,4,1,-10921639,110.213,108,98,140,6723,8.630,6.400,0.035,0.875
ID10292,10292,0,2.894,419.030,133.904,0,4,4,4,1,-10921639,111.475,107,97,147,6800,11.673,2.630,0.041,0.751
ID8866,8866,0,2.549,420.303,132.646,0,5,5,4,1,-10921639,109.951,106,90,147,6707,11.814,2.664,0.035,0.638
ID12057,12057,0,2.486,420.947,132.335,0,6,6,4,1,-10921639,110.689,108,98,151,6752,10.703,2.697,0.037,0.732
ID9720,9720,0,2.312,420.898,132.428,0,7,7,4,1,-10921639,110.459,107,97,142,6738,10.334,2.706,0.035,0.719
ID11776,11776,0,2.506,420.894,132.896,0,8,8,4,1,-10921639,111.705,109,98,147,6814,10.582,2.701,0.039,0.793
ID10587,10587,0,2.682,420.912,132.863,0,9,9,4,1,-10921639,111.148,108,98,139,6780,9.919,4.695,0.037,0.799
ID10009,10009,0,2.554,421.030,131.889,0,10,10,4,1,-10921639,110.410,107,97,142,6735,10.215,2.614,0.035,0.740
ID11186,11186,0,2.377,420.748,131.646,0,11,11,4,1,-10921639,109.787,106,94,140,6697,9.980,2.593,0.034,0.722
ID12345,12345,0,2.642,420.376,131.572,0,12,12,4,1,-10921639,110.541,107,97,149,6743,11.844,2.731,0.035,0.633
ID12565,12565,0,2.278,420.593,131.627,0,13,13,4,1,-10921639,110.016,108,96,143,6711,10.112,2.857,0.032,0.674
ID12934,12934,0,2.257,420.597,131.649,0,14,14,4,1,-10921639,109.311,106,95,143,6668,10.366,2.614,0.030,0.617
ID11173,11173,1,2.679,389.652,129.258,0,0,0,4,1,-10921639,111.016,108,100,146,6772,10.937,2.836,0.039,0.770
ID8818,8818,1,2.474,389.090,129.749,0,1,1,4,1,-10921639,110.770,106,99,161,6757,12.843,2.610,0.037,0.608
ID9366,9366,1,2.402,389.217,129.964,0,2,2,4,1,-10921639,110.656,108,94,156,6750,11.616,2.611,0.034,0.627
ID10869,10869,1,2.289,388.201,133.091,0,3,3,4,1,-10921639,110.705,108,97,153,6753,12.291,2.519,0.034,0.600
ID10291,10291,1,2.344,386.963,133.087,0,4,4,4,1,-10921639,111.131,107,96,166,6779,12.468,2.545,0.034,0.580
ID8864,8864,1,2.526,385.384,133.361,0,5,5,4,1,-10921639,110.377,105,97,158,6733,12.614,2.622,0.034,0.583
ID12058,12058,1,2.770,385.098,132.854,0,6,6,4,1,-10921639,110.541,106,94,152,6743,13.060,2.540,0.038,0.616
ID9721,9721,1,2.443,384.835,133.035,0,7,7,4,1,-10921639,110.016,106,97,166,6711,12.625,2.657,0.033,0.556
ID11777,11777,1,2.574,385.355,133.509,0,8,8,4,1,-10921639,110.459,107,98,151,6738,11.671,2.664,0.038,0.688
ID10586,10586,1,2.391,384.248,132.671,0,9,9,4,1,-10921639,110.213,107,96,152,6723,10.652,2.670,0.034,0.685
ID10010,10010,1,2.215,383.909,133.019,0,10,10,4,1,-10921639,109.639,106,99,141,6688,10.101,2.599,0.030,0.641
ID11188,11188,1,2.393,383.568,133.011,0,11,11,4,1,-10921639,110.525,106,97,154,6742,10.902,2.576,0.035,0.693
ID12346,12346,1,2.291,382.949,133.160,0,12,12,4,1,-10921639,110.213,107,98,141,6723,9.513,2.728,0.033,0.747
ID12567,12567,1,2.074,382.770,133.251,0,13,13,4,1,-10921639,110.213,107,99,141,6723,9.543,13.583,0.026,0.576
ID12933,12933,1,3.023,384.121,131.928,0,14,14,4,1,-10921639,114.066,111,99,136,6958,10.333,6.400,0.047,0.993
ID11179,11179,2,1.905,400.859,145.395,0,0,0,4,1,-10921639,109.082,107,97,136,6654,8.800,14.327,0.028,0.669
ID8821,8821,2,1.984,401.216,144.931,0,1,1,4,1,-10921639,109.000,107,97,144,6649,8.807,2.732,0.027,0.656
ID9371,9371,2,1.924,401.802,144.354,0,2,2,4,1,-10921639,108.820,106,98,143,6638,9.784,2.597,0.028,0.598
ID10871,10871,2,1.839,400.344,142.012,0,3,3,4,1,-10921639,107.934,106,96,136,6584,8.860,2.771,0.024,0.563
ID10293,10293,2,1.688,398.889,138.062,0,4,4,4,1,-10921639,108.574,107,99,136,6623,7.493,15.200,0.024,0.681
ID8868,8868,2,1.973,400.549,139.385,0,5,5,4,1,-10921639,108.902,107,97,137,6643,9.205,2.820,0.028,0.637
ID12059,12059,2,1.600,399.706,138.239,0,6,6,4,1,-10921639,107.820,106,93,148,6577,9.486,2.612,0.023,0.522
ID9722,9722,2,1.779,399.610,138.643,0,7,7,4,1,-10921639,108.426,105,96,141,6614,9.496,2.646,0.026,0.574
ID11778,11778,2,1.566,399.344,138.088,0,8,8,4,1,-10921639,107.131,105,98,133,6535,7.896,2.635,0.019,0.496
ID10588,10588,2,1.774,399.409,138.016,0,9,9,4,1,-10921639,108.525,107,98,139,6620,8.284,2.700,0.029,0.741
ID10011,10011,2,1.869,399.063,138.179,0,10,10,4,1,-10921639,108.557,106,96,133,6622,8.265,2.640,0.027,0.684
ID11190,11190,2,1.819,397.899,137.405,0,11,11,4,1,-10921639,107.770,105,97,133,6574,9.159,2.675,0.024,0.549
ID12347,12347,2,1.685,397.949,136.999,0,12,12,4,1,-10921639,107.885,106,97,132,6581,7.770,2.522,0.024,0.639
ID12570,12570,2,1.501,397.472,136.469,0,13,13,4,1,-10921639,107.426,106,95,143,6553,8.537,2.610,0.022,0.546
ID12935,12935,2,2.034,397.379,136.755,0,14,14,4,1,-10921639,109.459,105,100,140,6677,10.054,2.700,0.031,0.645
ID11181,11181,3,3.143,282.161,153.437,0,0,0,4,1,-10921639,114.754,110,98,168,7000,16.029,2.598,0.048,0.660
ID8823,8823,3,2.246,281.766,155.070,0,1,1,4,1,-10921639,114.311,110,100,167,6973,14.707,2.812,0.015,0.225
ID9373,9373,3,3.748,276.913,152.093,0,2,2,4,1,-10921639,113.656,108,98,166,6933,15.409,2.702,0.052,0.725
ID10873,10873,3,3.209,275.259,147.591,0,3,3,4,1,-10921639,112.754,108,97,157,6878,13.484,2.703,0.048,0.760
ID10294,10294,3,2.569,276.565,144.431,0,4,4,4,1,-10921639,110.590,106,97,158,6746,12.998,2.768,0.040,0.650
ID8870,8870,3,2.900,272.884,141.395,0,5,5,4,1,-10921639,111.672,108,92,165,6812,13.766,2.615,0.039,0.605
ID12060,12060,3,2.529,272.240,140.463,0,6,6,4,1,-10921639,110.869,106,98,162,6763,12.811,2.592,0.039,0.652
ID9723,9723,3,2.720,272.038,140.348,0,7,7,4,1,-10921639,110.639,107,97,157,6749,12.578,2.651,0.041,0.690
ID11779,11779,3,2.906,272.092,140.417,0,8,8,4,1,-10921639,111.475,106,97,161,6800,14.509,2.673,0.043,0.627
ID10589,10589,3,2.751,271.478,140.160,0,9,9,4,1,-10921639,111.557,106,94,163,6805,13.799,2.641,0.040,0.623
ID10012,10012,3,3.124,271.204,139.967,0,10,10,4,1,-10921639,112.393,108,96,157,6856,13.391,2.759,0.043,0.688
ID11192,11192,3,2.869,271.494,139.971,0,11,11,4,1,-10921639,111.951,106,98,154,6829,13.718,2.616,0.041,0.642
ID12348,12348,3,2.422,271.419,141.012,0,12,12,4,1,-10921639,110.180,105,98,164,6721,12.621,2.630,0.035,0.597
ID12573,12573,3,2.938,272.050,140.932,0,13,13,4,1,-10921639,111.131,107,96,159,6779,13.927,2.572,0.039,0.594
ID12936,12936,3,2.624,270.667,140.477,0,14,14,4,1,-10921639,111.033,107,97,156,6773,13.004,2.647,0.041,0.678
ID11177,11177,4,11.400,285.823,143.075,0,0,0,4,1,-10921639,138.541,119,99,251,8451,42.450,2.634,0.139,0.798
ID8820,8820,4,10.816,292.825,141.175,0,1,1,4,1,-10921639,138.607,122,100,273,8455,40.942,2.611,0.147,0.866
ID9370,9370,4,10.655,291.993,142.358,0,2,2,4,1,-10921639,137.984,117,101,263,8417,40.406,2.744,0.143,0.856
ID10872,10872,4,10.265,292.163,144.041,0,3,3,4,1,-10921639,135.951,118,100,234,8293,36.715,2.653,0.136,0.884
ID10295,10295,4,10.737,289.802,146.624,0,4,4,4,1,-10921639,137.754,118,98,268,8403,43.251,2.595,0.140,0.780
ID8872,8872,4,10.787,289.253,146.404,0,5,5,4,1,-10921639,137.820,117,96,259,8407,44.515,2.653,0.141,0.765
ID12061,12061,4,10.381,290.435,144.631,0,6,6,4,1,-10921639,138.361,123,98,264,8440,40.318,2.683,0.145,0.868
ID9724,9724,4,10.811,289.338,144.411,0,7,7,4,1,-10921639,138.148,120,98,259,8427,42.370,2.643,0.141,0.808
ID11780,11780,4,9.042,289.130,145.226,0,8,8,4,1,-10921639,133.918,122,98,260,8169,37.101,2.554,0.131,0.836
ID10591,10591,4,10.659,288.680,144.356,0,9,9,4,1,-10921639,137.066,117,98,254,8361,41.288,2.705,0.138,0.804
ID10013,10013,4,9.790,289.136,144.298,0,10,10,4,1,-10921639,135.213,118,101,269,8248,39.085,2.593,0.134,0.818
ID11194,11194,4,10.863,288.683,145.151,0,11,11,4,1,-10921639,136.639,120,97,251,8335,40.123,2.653,0.139,0.830
ID12349,12349,4,10.318,290.520,145.133,0,12,12,4,1,-10921639,136.328,119,97,259,8316,39.384,2.667,0.136,0.830
ID12575,12575,4,9.898,290.858,145.532,0,13,13,4,1,-10921639,134.984,120,99,252,8234,36.856,2.585,0.138,0.887
ID12937,12937,4,11.301,290.921,145.180,0,14,14,4,1,-10921639,137.410,119,96,265,8382,42.001,2.717,0.145,0.826
ID9725,9725,5,1.264,350.490,153.501,0,7,7,4,1,-10921639,105.820,104,96,132,6455,6.665,3.098,0.017,0.542
ID11781,11781,5,1.038,340.313,151.069,0,8,8,4,1,-10921639,105.770,104,98,130,6452,6.265,2.544,0.011,0.369
ID10592,10592,5,1.569,354.507,147.503,0,9,9,4,1,-10921639,106.721,106,95,128,6510,6.824,2.554,0.022,0.659
ID10015,10015,5,1.044,352.451,146.973,0,10,10,4,1,-10921639,105.902,105,97,123,6460,5.528,2.465,0.014,0.532
ID11198,11198,5,1.139,352.917,146.456,0,11,11,4,1,-10921639,105.885,105,97,137,6459,6.873,4.734,0.013,0.383
ID11183,11183,6,1.451,465.450,154.022,0,0,0,4,1,-10921639,108.033,106,94,132,6590,7.059,2.493,0.024,0.724
ID8822,8822,6,1.291,465.406,153.992,0,1,1,4,1,-10921639,107.492,107,98,128,6557,6.700,2.798,0.019,0.613
ID9374,9374,6,1.850,466.035,154.751,0,2,2,4,1,-10921639,108.803,106,98,138,6637,7.989,2.923,0.025,0.673
ID10874,10874,6,1.265,466.017,153.951,0,3,3,4,1,-10921639,107.148,107,97,127,6536,6.088,15.200,0.019,0.666
ID10296,10296,6,1.646,465.894,153.835,0,4,4,4,1,-10921639,107.836,106,95,135,6578,8.100,2.642,0.021,0.559
ID8874,8874,6,1.455,465.059,153.799,0,5,5,4,1,-10921639,107.705,107,98,130,6570,6.233,6.400,0.023,0.788
ID12062,12062,6,1.657,465.185,153.957,0,6,6,4,1,-10921639,108.590,106,98,140,6624,8.180,3.079,0.023,0.601
ID9726,9726,6,1.376,466.101,154.101,0,7,7,4,1,-10921639,107.705,107,99,126,6570,5.806,13.536,0.021,0.766
ID11782,11782,6,1.457,465.317,153.836,0,8,8,4,1,-10921639,106.492,105,97,128,6496,7.480,14.372,0.019,0.518
ID10593,10593,6,1.641,466.044,154.352,0,9,9,4,1,-10921639,108.066,107,97,125,6592,6.527,3.108,0.025,0.806
ID10016,10016,6,1.509,465.396,153.710,0,10,10,4,1,-10921639,107.918,105,97,137,6583,8.333,2.752,0.023,0.573
ID11202,11202,6,1.744,466.025,153.725,0,11,11,4,1,-10921639,108.016,107,97,127,6589,6.323,2.691,0.023,0.757
ID12351,12351,6,1.157,466.454,153.693,0,12,12,4,1,-10921639,106.869,106,98,132,6519,6.417,15.200,0.018,0.588
ID12580,12580,6,1.863,465.817,154.102,0,13,13,4,1,-10921639,108.230,107,97,135,6602,7.669,2.620,0.026,0.719
ID12939,12939,6,1.315,466.028,153.256,0,14,14,4,1,-10921639,107.066,105,97,127,6531,6.887,2.675,0.020,0.597
ID12070,12070,7,2.385,364.525,169.029,0,6,6,4,1,-10921639,110.197,107,96,145,6722,10.696,4.655,0.031,0.627
ID9731,9731,7,2.549,356.719,165.781,0,7,7,4,1,-10921639,110.033,106,97,156,6712,12.153,2.595,0.035,0.616
ID11783,11783,7,1.200,334.559,158.209,0,8,8,4,1,-10921639,105.721,104,94,123,6449,6.064,2.521,0.015,0.521
ID10595,10595,7,1.079,333.161,156.968,0,9,9,4,1,-10921639,105.377,104,96,116,6428,4.294,14.570,0.014,0.655
ID10018,10018,7,1.248,333.184,157.446,0,10,10,4,1,-10921639,105.902,106,94,117,6460,4.288,15.200,0.018,0.879
ID11187,11187,8,3.419,515.786,158.955,0,0,0,4,1,-10921639,114.639,110,98,162,6993,14.673,2.703,0.048,0.710
ID8825,8825,8,3.275,515.801,158.502,0,1,1,4,1,-10921639,114.754,109,97,166,7000,15.504,2.692,0.046,0.655
ID9377,9377,8,3.350,515.804,158.704,0,2,2,4,1,-10921639,114.738,109,98,169,6999,15.703,2.671,0.049,0.688
ID10876,10876,8,3.534,515.940,158.817,0,3,3,4,1,-10921639,114.902,109,100,156,7009,13.840,2.719,0.051,0.806
ID10298,10298,8,3.561,515.800,159.038,0,4,4,4,1,-10921639,115.902,112,97,172,7070,14.609,2.882,0.054,0.808
ID8881,8881,8,3.233,515.605,159.265,0,5,5,4,1,-10921639,113.885,109,97,154,6947,13.511,2.728,0.046,0.745
ID12064,12064,8,3.056,516.058,159.294,0,6,6,4,1,-10921639,113.295,110,95,154,6911,11.869,2.643,0.047,0.848
ID9728,9728,8,3.356,516.128,159.337,0,7,7,4,1,-10921639,114.016,109,98,147,6955,12.942,2.726,0.049,0.827
ID11784,11784,8,3.116,516.302,159.043,0,8,8,4,1,-10921639,113.934,108,97,162,6950,14.670,2.736,0.045,0.664
ID10594,10594,8,3.409,518.387,156.276,0,9,9,4,1,-10921639,114.459,109,99,157,6982,13.840,2.608,0.049,0.778
ID10017,10017,8,3.058,519.044,155.318,0,10,10,4,1,-10921639,113.295,109,97,150,6911,12.986,2.598,0.042,0.701
ID11200,11200,8,3.178,520.286,152.986,0,11,11,4,1,-10921639,113.836,111,101,161,6944,12.561,2.696,0.046,0.800
ID12350,12350,8,2.904,520.331,152.109,0,12,12,4,1,-10921639,112.295,107,96,160,6850,12.808,2.753,0.040,0.674
ID12578,12578,8,2.996,520.619,151.935,0,13,13,4,1,-10921639,112.262,107,99,147,6848,13.049,2.741,0.040,0.658
ID12938,12938,8,3.205,520.749,150.923,0,14,14,4,1,-10921639,113.738,110,100,153,6938,11.989,2.627,0.046,0.841
ID11185,11185,9,12.038,292.084,157.334,0,0,0,4,1,-10921639,145.672,123,99,321,8886,50.450,2.677,0.151,0.759
ID8824,8824,9,11.752,289.768,157.602,0,1,1,4,1,-10921639,145.934,124,102,301,8902,48.866,2.626,0.115,0.617
ID9376,9376,9,11.086,289.666,158.296,0,2,2,4,1,-10921639,142.213,122,101,275,8675,47.112,2.642,0.126,0.674
ID10875,10875,9,12.559,290.462,157.820,0,3,3,4,1,-10921639,145.066,124,95,298,8849,49.846,2.678,0.141,0.718
ID10297,10297,9,12.012,289.320,158.318,0,4,4,4,1,-10921639,144.705,122,103,281,8827,49.594,2.690,0.139,0.711
ID8878,8878,9,9.422,289.438,158.550,0,5,5,4,1,-10921639,139.311,119,100,263,8498,42.321,2.586,0.088,0.533
ID12063,12063,9,11.978,289.710,157.923,0,6,6,4,1,-10921639,145.918,126,97,281,8901,49.567,2.617,0.136,0.705
ID9727,9727,9,11.906,289.483,158.383,0,7,7,4,1,-10921639,142.328,122,99,290,8682,45.935,2.639,0.156,0.835
ID11785,11785,9,9.623,288.424,160.420,0,8,8,4,1,-10921639,136.787,120,102,242,8344,38.365,2.688,0.134,0.845
ID10596,10596,9,12.191,288.774,159.009,0,9,9,4,1,-10921639,142.836,123,100,286,8713,47.108,2.596,0.158,0.829
ID10019,10019,9,12.999,289.386,159.000,0,10,10,4,1,-10921639,155.115,136,103,284,9462,50.912,14.448,0.125,0.679
ID11204,11204,9,10.283,292.774,160.046,0,11,11,4,1,-10921639,140.967,127,98,274,8599,43.882,2.607,0.121,0.696
ID11189,11189,10,8.295,491.349,165.334,0,0,0,4,1,-10921639,129.246,115,100,225,7884,29.386,2.620,0.110,0.871
ID8826,8826,10,7.953,491.482,165.313,0,1,1,4,1,-10921639,128.180,112,95,246,7819,32.291,4.639,0.109,0.780
ID9379,9379,10,8.118,491.836,165.299,0,2,2,4,1,-10921639,128.590,116,101,217,7844,29.991,2.786,0.108,0.839
ID10877,10877,10,9.213,491.782,165.212,0,3,3,4,1,-10921639,131.607,116,97,253,8028,37.838,2.639,0.123,0.761
ID10299,10299,10,7.336,491.704,165.391,0,4,4,4,1,-10921639,126.197,113,98,217,7698,29.385,2.621,0.098,0.767
ID8883,8883,10,7.444,491.550,165.287,0,5,5,4,1,-10921639,126.000,113,97,212,7686,29.718,2.713,0.099,0.765
ID12066,12066,10,7.882,491.654,165.136,0,6,6,4,1,-10921639,127.410,115,97,241,7772,32.178,2.658,0.104,0.749
ID9730,9730,10,8.067,491.634,165.164,0,7,7,4,1,-10921639,127.180,112,97,249,7758,35.657,2.608,0.102,0.662
ID11786,11786,10,6.853,491.567,165.393,0,8,8,4,1,-10921639,125.705,114,94,230,7668,30.279,2.638,0.100,0.757
ID10598,10598,10,7.694,491.953,165.452,0,9,9,4,1,-10921639,127.738,114,96,242,7792,34.430,2.661,0.104,0.700
ID10021,10021,10,7.548,491.844,165.334,0,10,10,4,1,-10921639,127.607,113,99,239,7784,30.976,2.569,0.105,0.782
ID11208,11208,10,7.660,491.991,165.549,0,11,11,4,1,-10921639,127.885,113,99,230,7801,32.254,2.648,0.106,0.761
ID12353,12353,10,7.637,491.936,165.551,0,12,12,4,1,-10921639,126.574,114,98,205,7721,28.334,2.668,0.102,0.828
ID12586,12586,10,7.703,492.133,165.625,0,13,13,4,1,-10921639,127.115,113,98,226,7754,31.331,2.666,0.103,0.759
ID12943,12943,10,6.990,491.976,165.770,0,14,14,4,1,-10921639,126.033,114,97,217,7688,30.912,2.679,0.101,0.747
ID8889,8889,11,2.895,373.410,171.362,0,5,5,4,1,-10921639,111.574,107,98,149,6806,12.097,2.951,0.042,0.738
ID12065,12065,11,1.153,370.194,163.428,0,6,6,4,1,-10921639,106.639,105,98,132,6505,6.952,13.650,0.014,0.435
ID9729,9729,11,1.035,365.218,163.134,0,7,7,4,1,-10921639,105.672,104,95,126,6446,6.645,3.088,0.010,0.314
ID11787,11787,11,2.168,357.654,166.069,0,8,8,4,1,-10921639,110.738,107,97,152,6755,11.492,2.571,0.036,0.661
ID10599,10599,11,2.085,358.289,166.350,0,9,9,4,1,-10921639,109.311,106,96,141,6668,9.504,4.722,0.030,0.678
ID10020,10020,11,2.616,357.214,164.589,0,10,10,4,1,-10921639,109.426,105,94,144,6675,11.807,2.715,0.037,0.667
ID11206,11206,11,2.795,357.923,165.009,0,11,11,4,1,-10921639,109.590,105,94,144,6685,11.841,2.563,0.036,0.636
ID12352,12352,11,3.471,357.485,165.272,0,12,12,4,1,-10921639,113.246,108,92,151,6908,13.705,2.606,0.049,0.769
ID12584,12584,11,2.619,356.408,162.661,0,13,13,4,1,-10921639,110.525,107,95,149,6742,12.650,2.723,0.034,0.569
ID12941,12941,11,2.552,357.403,162.642,0,14,14,4,1,-10921639,111.262,106,98,163,6787,13.333,2.705,0.041,0.662
ID11191,11191,12,24.658,288.824,166.460,0,0,0,4,1,-10921639,183.836,147,99,437,11214,87.426,4.614,0.259,0.864
ID8828,8828,12,23.893,289.319,167.095,0,1,1,4,1,-10921639,182.738,142,102,449,11147,89.581,2.625,0.255,0.829
ID9381,9381,12,24.886,288.640,167.303,0,2,2,4,1,-10921639,183.377,142,100,416,11186,86.854,2.624,0.248,0.839
ID10878,10878,12,24.769,289.692,167.695,0,3,3,4,1,-10921639,183.869,144,104,420,11216,87.063,2.680,0.268,0.894
ID10301,10301,12,23.408,289.398,167.606,0,4,4,4,1,-10921639,181.377,147,102,418,11064,84.402,2.614,0.256,0.876
ID8885,8885,12,22.325,289.151,167.585,0,5,5,4,1,-10921639,181.049,145,101,468,11044,89.543,2.757,0.254,0.820
ID12067,12067,12,23.734,289.302,167.389,0,6,6,4,1,-10921639,179.525,140,103,425,10951,82.236,2.657,0.241,0.847
ID9734,9734,12,24.547,292.670,168.663,0,7,7,4,1,-10921639,182.787,148,100,411,11150,85.421,2.642,0.276,0.927
ID11789,11789,12,25.131,294.733,168.757,0,8,8,4,1,-10921639,182.508,147,106,395,11133,78.449,4.650,0.274,1.000
ID10600,10600,12,24.789,294.352,168.446,0,9,9,4,1,-10921639,183.984,145,102,393,11223,83.030,2.705,0.261,0.918
ID10022,10022,12,22.564,289.725,167.097,0,10,10,4,1,-10921639,184.098,153,106,415,11230,83.790,2.585,0.230,0.821
ID11210,11210,12,21.175,289.205,169.024,0,11,11,4,1,-10921639,176.934,147,108,372,10793,71.969,4.618,0.239,0.948
ID12354,12354,12,25.755,289.621,167.988,0,12,12,4,1,-10921639,207.754,195,108,422,12673,79.598,6.400,0.295,1.188
ID12589,12589,12,26.137,290.621,168.006,0,13,13,4,1,-10921639,205.443,185,108,441,12532,77.991,6.400,0.282,1.160
ID12944,12944,12,30.897,294.731,167.000,0,14,14,4,1,-10921639,216.918,188,100,447,13232,94.363,6.400,0.311,1.089
ID11193,11193,13,2.430,510.264,167.574,0,0,0,4,1,-10921639,112.426,108,100,165,6858,11.932,2.541,0.038,0.697
ID8829,8829,13,2.737,510.037,166.965,0,1,1,4,1,-10921639,112.574,109,96,146,6867,11.446,2.639,0.037,0.697
ID9382,9382,13,2.822,509.906,166.962,0,2,2,4,1,-10921639,112.623,108,97,153,6870,12.904,2.745,0.040,0.666
ID10880,10880,13,2.580,509.375,167.988,0,3,3,4,1,-10921639,111.230,107,98,145,6785,11.574,2.652,0.033,0.614
ID10300,10300,13,2.345,510.164,167.248,0,4,4,4,1,-10921639,110.590,107,100,150,6746,11.032,2.573,0.031,0.599
ID8887,8887,13,2.375,509.798,167.626,0,5,5,4,1,-10921639,110.443,107,97,150,6737,10.555,2.593,0.032,0.646
ID12069,12069,13,2.210,509.428,167.672,0,6,6,4,1,-10921639,110.131,107,98,148,6718,9.992,2.731,0.033,0.705
ID9733,9733,13,2.750,509.178,168.130,0,7,7,4,1,-10921639,111.230,108,94,149,6785,12.248,2.603,0.036,0.630
ID11790,11790,13,2.730,508.121,169.450,0,8,8,4,1,-10921639,111.148,108,94,141,6780,10.776,2.622,0.039,0.776
ID10602,10602,13,3.097,506.751,170.514,0,9,9,4,1,-10921639,112.475,108,99,151,6861,12.404,2.885,0.047,0.811
ID10024,10024,13,2.566,506.717,170.603,0,10,10,4,1,-10921639,111.475,109,98,154,6800,11.708,2.614,0.039,0.709
ID11214,11214,13,2.651,506.445,171.136,0,11,11,4,1,-10921639,110.541,107,95,147,6743,11.223,2.654,0.036,0.687
ID12356,12356,13,2.598,506.471,171.144,0,12,12,4,1,-10921639,111.787,107,98,153,6819,11.628,2.525,0.041,0.755
ID12594,12594,13,2.788,506.466,171.392,0,13,13,4,1,-10921639,112.098,108,98,158,6838,12.555,2.562,0.042,0.716
ID12946,12946,13,3.127,506.422,171.379,0,14,14,4,1,-10921639,112.623,108,97,162,6870,13.995,2.580,0.045,0.694
ID12072,12072,14,1.175,326.832,172.491,0,6,6,4,1,-10921639,105.393,104,97,140,6429,7.151,2.498,0.016,0.464
ID9735,9735,14,1.073,327.888,170.848,0,7,7,4,1,-10921639,105.328,104,98,131,6425,5.773,2.594,0.015,0.554
ID11791,11791,14,1.293,328.538,169.924,0,8,8,4,1,-10921639,104.951,103,96,133,6402,7.221,2.548,0.012,0.350
ID10601,10601,14,1.042,328.742,169.666,0,9,9,4,1,-10921639,104.607,103,97,123,6381,5.490,13.661,0.011,0.423
ID10023,10023,14,1.478,329.347,170.898,0,10,10,4,1,-10921639,106.459,106,95,124,6494,5.761,6.400,0.023,0.845
ID11211,11211,14,1.344,327.851,170.844,0,11,11,4,1,-10921639,106.459,106,97,126,6494,5.533,2.691,0.019,0.713
ID12355,12355,14,1.391,328.532,169.912,0,12,12,4,1,-10921639,105.705,105,95,122,6448,6.152,14.572,0.016,0.534
ID12591,12591,14,1.353,328.905,169.719,0,13,13,4,1,-10921639,106.393,105,95,121,6490,5.610,12.883,0.020,0.749
ID12945,12945,14,1.210,328.363,169.805,0,14,14,4,1,-10921639,105.623,105,94,117,6443,4.923,6.400,0.018,0.743
ID11203,11203,15,4.830,253.063,181.064,0,0,0,4,1,-10921639,117.672,113,98,158,7178,15.103,6.400,0.069,1.012
ID8835,8835,15,4.214,254.525,180.017,0,1,1,4,1,-10921639,118.541,118,99,148,7231,12.633,6.400,0.069,1.216
ID9391,9391,15,3.110,254.229,179.826,0,2,2,4,1,-10921639,114.918,112,96,148,7010,12.206,2.646,0.048,0.864
ID10884,10884,15,2.955,254.428,178.712,0,3,3,4,1,-10921639,114.770,112,97,144,7001,11.028,10.384,0.045,0.894
ID10306,10306,15,3.011,253.632,178.649,0,4,4,4,1,-10921639,114.754,112,96,137,7000,10.672,6.400,0.047,0.962
ID8896,8896,15,2.847,252.497,178.202,0,5,5,4,1,-10921639,113.672,110,99,146,6934,9.912,6.400,0.046,1.000
ID12074,12074,15,3.072,247.494,180.367,0,6,6,4,1,-10921639,113.508,111,95,144,6924,11.775,6.400,0.048,0.884
ID9738,9738,15,3.276,246.511,180.453,0,7,7,4,1,-10921639,115.098,112,98,146,7021,11.300,6.400,0.053,1.019
ID11792,11792,15,3.502,245.026,179.861,0,8,8,4,1,-10921639,115.098,109,93,153,7021,13.421,3.053,0.053,0.868
ID10603,10603,15,3.785,245.807,176.924,0,9,9,4,1,-10921639,114.344,109,100,161,6975,14.244,4.693,0.057,0.865
ID10025,10025,15,3.765,246.200,177.333,0,10,10,4,1,-10921639,114.295,109,95,149,6972,13.957,2.669,0.055,0.851
ID11220,11220,15,2.635,246.003,177.514,0,11,11,4,1,-10921639,112.492,109,98,140,6862,10.560,6.400,0.041,0.842
ID12360,12360,15,2.506,245.324,178.020,0,12,12,4,1,-10921639,113.082,110,97,149,6898,11.184,6.400,0.041,0.805
ID12601,12601,15,1.880,244.832,178.956,0,13,13,4,1,-10921639,112.279,109,100,141,6849,10.909,14.401,0.025,0.499
ID9402,9402,16,16.739,380.348,187.144,0,2,2,4,1,-10921639,169.164,163,105,293,10319,55.644,4.644,0.189,0.968
ID10888,10888,16,14.962,379.687,185.157,0,3,3,4,1,-10921639,178.689,167,111,298,10900,52.621,14.459,0.152,0.896
ID10305,10305,16,1.210,392.454,177.968,0,4,4,4,1,-10921639,106.393,105,92,133,6490,7.156,2.680,0.017,0.505
ID8898,8898,16,11.908,380.251,183.224,0,5,5,4,1,-10921639,160.967,150,102,291,9819,50.186,14.447,0.103,0.597
